SiteCode,MT,MTLabel,MTGroup,DateOut,NetSTN,BillCustomerType
27,100,Refuse,REFUSE,2022-11-22,0.69,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,0.86,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,0.84,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,5.52,Reciprocal
NG,300,Green,GREEN,2022-11-22,0.67,AR
NG,100,Refuse,REFUSE,2022-11-22,0.41,AR
27,100,Refuse,REFUSE,2022-11-22,4.61,Reciprocal
27,200,Recycle,RECYCLE,2022-11-22,12.37,Reciprocal
NG,200,Recycle,RECYCLE,2022-11-22,4.11,Contained
NG,100,Refuse,REFUSE,2022-11-22,11.23,Contained
NG,100,Refuse,REFUSE,2022-11-22,5.18,AR
27,100,Refuse,REFUSE,2022-11-22,2.81,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,1.28,Reciprocal
NG,100,Refuse,REFUSE,2022-11-22,6.5,Contained
NG,200,Recycle,RECYCLE,2022-11-22,5.21,Contained
27,100,Refuse,REFUSE,2022-11-22,6.29,Reciprocal
NG,100,Refuse,REFUSE,2022-11-22,1.78,AR
27,100,Refuse,REFUSE,2022-11-22,1.46,Special Ops
NG,200,Recycle,RECYCLE,2022-11-22,5.61,Contained
27,100,Refuse,REFUSE,2022-11-22,5.51,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,10.11,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,1.17,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,0.76,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,8.71,Reciprocal
NG,100,Refuse,REFUSE,2022-11-22,9.1,Contained
27,100,Refuse,REFUSE,2022-11-22,6.17,Reciprocal
NG,100,Refuse,REFUSE,2022-11-22,9.31,Contained
NG,200,Recycle,RECYCLE,2022-11-22,3.06,Contained
27,100,Refuse,REFUSE,2022-11-22,9.79,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,1.63,Contained
27,100,Refuse,REFUSE,2022-11-22,5.87,Reciprocal
NG,300,Green,GREEN,2022-11-22,1.46,AR
27,100,Refuse,REFUSE,2022-11-22,9.49,Reciprocal
NG,100,Refuse,REFUSE,2022-11-22,7.67,Contained
NG,100,Refuse,REFUSE,2022-11-22,1.15,AR
NG,200,Recycle,RECYCLE,2022-11-22,11.75,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,1.93,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,6.7,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,0.73,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,2.83,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,1.11,Reciprocal
NG,100,Refuse,REFUSE,2022-11-22,1.31,AR
27,100,Refuse,REFUSE,2022-11-22,2.79,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,9.75,Contained
27,100,Refuse,REFUSE,2022-11-22,7.35,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,0.36,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,0.63,Reciprocal
NG,100,Refuse,REFUSE,2022-11-22,8.85,Contained
27,100,Refuse,REFUSE,2022-11-22,3.21,Reciprocal
NG,100,Refuse,REFUSE,2022-11-22,11.22,Contained
27,100,Refuse,REFUSE,2022-11-22,9.69,Reciprocal
NG,100,Refuse,REFUSE,2022-11-22,8.53,Contained
NG,100,Refuse,REFUSE,2022-11-22,10.69,Contained
27,100,Refuse,REFUSE,2022-11-22,2.09,Reciprocal
NG,100,Refuse,REFUSE,2022-11-22,4.53,AR
27,100,Refuse,REFUSE,2022-11-22,10.1,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,0.31,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,9.59,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,9.63,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,0.37,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,1.61,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,3.14,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,10.1,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,2.24,Reciprocal
NG,100,Refuse,REFUSE,2022-11-22,8.94,Contained
27,100,Refuse,REFUSE,2022-11-22,10.93,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,2.76,Reciprocal
NG,100,Refuse,REFUSE,2022-11-22,10.72,Contained
NG,200,Recycle,RECYCLE,2022-11-22,4.77,Contained
SR,476,Dewatered Sludge,LANDFILL,2022-11-22,25.76,Other Dept
27,200,Recycle,RECYCLE,2022-11-22,4.71,Contained
27,200,Recycle,RECYCLE,2022-11-22,2.98,Contained
SR,476,Dewatered Sludge,LANDFILL,2022-11-22,25.5,Other Dept
NG,200,Recycle,RECYCLE,2022-11-22,13.2,AR
NG,100,Refuse,REFUSE,2022-11-22,1.8,AR
27,100,Refuse,REFUSE,2022-11-22,4.34,Non-Profit
NG,100,Refuse,REFUSE,2022-11-22,1.38,AR
27,200,Recycle,RECYCLE,2022-11-22,0.37,Reciprocal
27,300,Green,GREEN,2022-11-22,1.3,AR
27,100,Refuse,REFUSE,2022-11-22,9.6,Contained
NG,200,Recycle,RECYCLE,2022-11-22,1.4,Reciprocal
NG,200,Recycle,RECYCLE,2022-11-22,3.86,Reciprocal
27,300,Green,GREEN,2022-11-22,0.53,AR
NG,200,Recycle,RECYCLE,2022-11-22,2.01,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,3.37,AR
27,300,Green,GREEN,2022-11-22,3.97,AR
NG,200,Recycle,RECYCLE,2022-11-22,16.06,Reciprocal
NG,100,Refuse,REFUSE,2022-11-22,0.11,AR
NG,200,Recycle,RECYCLE,2022-11-22,4.75,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,9.1,Contained
NG,200,Recycle,RECYCLE,2022-11-22,3.27,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,1.83,AR
27,100,Refuse,REFUSE,2022-11-22,9.54,Uncontained
27,100,Refuse,REFUSE,2022-11-22,8.02,Uncontained
27,100,Refuse,REFUSE,2022-11-22,8.24,Uncontained
27,100,Refuse,REFUSE,2022-11-22,9.1,Uncontained
NG,100,Refuse,REFUSE,2022-11-22,2.42,AR
27,200,Recycle,RECYCLE,2022-11-22,4.33,Contained
NG,200,Recycle,RECYCLE,2022-11-22,16,Reciprocal
27,302,Food,GREEN,2022-11-22,3.64,Reciprocal
NG,200,Recycle,RECYCLE,2022-11-22,4.02,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,3.36,AR
27,200,Recycle,RECYCLE,2022-11-22,1.51,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,8.31,Contained
NG,100,Refuse,REFUSE,2022-11-22,14.35,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,0.37,AR
27,100,Refuse,REFUSE,2022-11-22,2.54,AR
27,200,Recycle,RECYCLE,2022-11-22,3.6,Contained
27,200,Recycle,RECYCLE,2022-11-22,2.63,Contained
NG,300,Green,GREEN,2022-11-22,3.99,AR
NG,200,Recycle,RECYCLE,2022-11-22,15.17,Reciprocal
NG,200,Recycle,RECYCLE,2022-11-22,2.63,Uncontained
27,100,Refuse,REFUSE,2022-11-22,9.69,Uncontained
NG,300,Green,GREEN,2022-11-22,2.65,AR
NG,100,Refuse,REFUSE,2022-11-22,0.9,AR
NG,100,Refuse,REFUSE,2022-11-22,5.78,Contained
NG,100,Refuse,REFUSE,2022-11-22,4.86,Uncontained
NG,100,Refuse,REFUSE,2022-11-22,0.47,AR
27,200,Recycle,RECYCLE,2022-11-22,5.53,Contained
27,200,Recycle,RECYCLE,2022-11-22,5.16,Contained
27,200,Recycle,RECYCLE,2022-11-22,0.97,Contained
27,200,Recycle,RECYCLE,2022-11-22,0.95,Contained
27,200,Recycle,RECYCLE,2022-11-22,4.98,Contained
NG,200,Recycle,RECYCLE,2022-11-22,4.33,Reciprocal
NG,100,Refuse,REFUSE,2022-11-22,3.79,AR
27,200,Recycle,RECYCLE,2022-11-22,3.2,Contained
27,200,Recycle,RECYCLE,2022-11-22,5.17,Contained
27,200,Recycle,RECYCLE,2022-11-22,4.12,Contained
27,100,Refuse,REFUSE,2022-11-22,6.81,Uncontained
27,200,Recycle,RECYCLE,2022-11-22,3.04,Contained
27,100,Refuse,REFUSE,2022-11-22,9.74,Contained
27,100,Refuse,REFUSE,2022-11-22,8.78,Contained
27,100,Refuse,REFUSE,2022-11-22,6.42,Non-Profit
27,200,Recycle,RECYCLE,2022-11-22,3.46,Contained
NG,100,Refuse,REFUSE,2022-11-22,0.72,AR
27,200,Recycle,RECYCLE,2022-11-22,2.75,Uncontained
27,200,Recycle,RECYCLE,2022-11-22,4.38,Contained
27,200,Recycle,RECYCLE,2022-11-22,4.72,Contained
27,200,Recycle,RECYCLE,2022-11-22,0.36,Contained
27,200,Recycle,RECYCLE,2022-11-22,4.49,Contained
NG,200,Recycle,RECYCLE,2022-11-22,4.49,Reciprocal
27,300,Green,GREEN,2022-11-22,2.41,Contained
27,100,Refuse,REFUSE,2022-11-22,12.28,Contained
NG,200,Recycle,RECYCLE,2022-11-22,2.45,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,4.59,Uncontained
27,100,Refuse,REFUSE,2022-11-22,4.8,Uncontained
27,100,Refuse,REFUSE,2022-11-22,6.42,Uncontained
27,200,Recycle,RECYCLE,2022-11-22,5.09,Contained
27,200,Recycle,RECYCLE,2022-11-22,5.04,Contained
27,200,Recycle,RECYCLE,2022-11-22,2.12,Contained
NG,100,Refuse,REFUSE,2022-11-22,11.92,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,4.93,Reciprocal
27,300,Green,GREEN,2022-11-22,7.36,Other Dept
27,100,Refuse,REFUSE,2022-11-22,10.21,Contained
27,200,Recycle,RECYCLE,2022-11-22,4.06,Uncontained
27,200,Recycle,RECYCLE,2022-11-22,5.43,Contained
27,100,Refuse,REFUSE,2022-11-22,4.01,Non-Profit
27,100,Refuse,REFUSE,2022-11-22,9.09,Contained
27,300,Green,GREEN,2022-11-22,3.02,Contained
27,100,Refuse,REFUSE,2022-11-22,7.3,Uncontained
27,100,Refuse,REFUSE,2022-11-22,5.09,Contained
27,100,Refuse,REFUSE,2022-11-22,9.51,Uncontained
NG,100,Refuse,REFUSE,2022-11-22,5.57,AR
27,200,Recycle,RECYCLE,2022-11-22,5.35,Contained
27,100,Refuse,REFUSE,2022-11-22,3.25,AR
NG,200,Recycle,RECYCLE,2022-11-22,4.84,Reciprocal
NG,200,Recycle,RECYCLE,2022-11-22,3.8,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,6.83,Uncontained
27,100,Refuse,REFUSE,2022-11-22,3.73,AR
27,100,Refuse,REFUSE,2022-11-22,7.42,Uncontained
NG,200,Recycle,RECYCLE,2022-11-22,1,Reciprocal
NG,200,Recycle,RECYCLE,2022-11-22,13.25,Reciprocal
NG,200,Recycle,RECYCLE,2022-11-22,2.85,Reciprocal
27,100,Refuse,REFUSE,2022-11-22,2.23,AR
NG,100,Refuse,REFUSE,2022-11-22,0.52,AR
NG,100,Refuse,REFUSE,2022-11-22,2.72,AR
27,100,Refuse,REFUSE,2022-11-22,10.62,Uncontained
27,100,Refuse,REFUSE,2022-11-22,9.71,Uncontained
27,100,Refuse,REFUSE,2022-11-22,9.28,Contained
27,200,Recycle,RECYCLE,2022-11-22,3.52,Contained
