SiteCode,MT,MTLabel,MTGroup,DateOut,NetSTN,BillCustomerType
NG,100,Refuse,REFUSE,2022-07-30,2.15,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.04,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.64,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.5,Residential
NG,300,Green,GREEN,2022-07-30,0.75,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.95,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.52,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.74,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.64,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.08,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.52,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.08,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.5,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.04,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.95,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.05,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.49,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.11,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.5,Residential
27,100,Refuse,REFUSE,2022-07-30,0.14,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.5,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.91,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.04,Commercial
27,100,Refuse,REFUSE,2022-07-30,2.05,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.11,Commercial
27,100,Refuse,REFUSE,2022-07-30,2.82,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.17,Commercial
27,100,Refuse,REFUSE,2022-07-30,2.82,Commercial
NG,100,Refuse,REFUSE,2022-07-30,3.17,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.14,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.51,Commercial
NG,100,Refuse,REFUSE,2022-07-30,3.28,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.07,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.18,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.58,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.63,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.18,Special Ops
NG,100,Refuse,REFUSE,2022-07-30,2.87,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.98,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.37,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.56,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.84,Residential
27,100,Refuse,REFUSE,2022-07-30,0.77,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.66,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.46,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.54,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.42,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.69,Residential
27,100,Refuse,REFUSE,2022-07-30,0.43,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.36,Residential
27,100,Refuse,REFUSE,2022-07-30,1.17,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.82,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.71,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.73,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.23,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.38,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.06,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.97,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.42,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.65,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.65,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.06,Residential
27,100,Refuse,REFUSE,2022-07-30,0.54,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.62,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.07,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.62,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.33,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.87,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.91,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.49,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.39,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.56,Commercial
NG,100,Refuse,REFUSE,2022-07-30,3.26,Commercial
NG,100,Refuse,REFUSE,2022-07-30,3.14,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.67,Residential
27,100,Refuse,REFUSE,2022-07-30,3.5,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.02,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.49,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.39,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.44,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.68,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.19,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.88,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.91,Residential
27,100,Refuse,REFUSE,2022-07-30,0.52,Commercial
27,300,Green,GREEN,2022-07-30,0.11,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.26,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.96,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.61,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.23,Residential
27,100,Refuse,REFUSE,2022-07-30,0.6,Residential
NG,100,Refuse,REFUSE,2022-07-30,1.39,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.3,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.56,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.15,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.31,Commercial
27,100,Refuse,REFUSE,2022-07-30,2.07,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.2,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.32,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.07,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.89,Residential
27,100,Refuse,REFUSE,2022-07-30,1.11,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.52,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.35,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.78,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.75,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.17,Commercial
27,300,Green,GREEN,2022-07-30,0.22,Commercial
27,300,Green,GREEN,2022-07-30,0.51,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.62,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.12,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.46,Commercial
27,100,Refuse,REFUSE,2022-07-30,3.37,Commercial
NG,300,Green,GREEN,2022-07-30,1.03,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.3,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.16,Residential
27,100,Refuse,REFUSE,2022-07-30,0.36,Commercial
NG,100,Refuse,REFUSE,2022-07-30,3.69,Commercial
NG,100,Refuse,REFUSE,2022-07-30,3.02,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.96,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.36,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.65,Residential
27,100,Refuse,REFUSE,2022-07-30,1.45,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.51,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.63,Residential
27,100,Refuse,REFUSE,2022-07-30,0.49,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.69,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.55,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.34,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.44,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.53,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.6,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.82,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.42,Commercial
27,300,Green,GREEN,2022-07-30,0.69,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.37,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.41,Residential
NG,100,Refuse,REFUSE,2022-07-30,1.1,Commercial
27,100,Refuse,REFUSE,2022-07-30,2.95,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.27,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.6,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.04,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.56,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.99,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.72,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.43,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.93,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.58,Commercial
27,100,Refuse,REFUSE,2022-07-30,2.53,Residential
27,100,Refuse,REFUSE,2022-07-30,0.53,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.42,Residential
27,100,Refuse,REFUSE,2022-07-30,0.66,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.36,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.86,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.24,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.94,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.95,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.41,Residential
NG,100,Refuse,REFUSE,2022-07-30,2.9,Residential
NG,100,Refuse,REFUSE,2022-07-30,1.46,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.68,Residential
NG,100,Refuse,REFUSE,2022-07-30,1.14,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.69,Residential
27,100,Refuse,REFUSE,2022-07-30,1.62,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.49,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.66,Commercial
NG,300,Green,GREEN,2022-07-30,0.83,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.25,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.55,Commercial
NG,100,Refuse,REFUSE,2022-07-30,5.42,Special Ops
27,100,Refuse,REFUSE,2022-07-30,0.8,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.3,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.48,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.82,Commercial
27,100,Refuse,REFUSE,2022-07-30,5.67,Residential
27,100,Refuse,REFUSE,2022-07-30,0.54,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.72,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.75,Residential
27,100,Refuse,REFUSE,2022-07-30,0.93,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.42,Residential
NG,100,Refuse,REFUSE,2022-07-30,1.44,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.17,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.65,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.88,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.34,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.64,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.68,Residential
27,100,Refuse,REFUSE,2022-07-30,0.3,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.6,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.46,Residential
27,100,Refuse,REFUSE,2022-07-30,0.58,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.17,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.79,Commercial
27,300,Green,GREEN,2022-07-30,0.92,Residential
27,100,Refuse,REFUSE,2022-07-30,0.89,Residential
27,100,Refuse,REFUSE,2022-07-30,0.97,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.99,Residential
NG,100,Refuse,REFUSE,2022-07-30,1.01,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.76,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.5,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.36,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.46,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.87,AR
NG,100,Refuse,REFUSE,2022-07-30,0.19,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.06,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.25,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.69,Commercial
NG,100,Refuse,REFUSE,2022-07-30,3.13,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.84,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.13,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.06,Commercial
27,100,Refuse,REFUSE,2022-07-30,2.99,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.75,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.92,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.81,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.53,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.23,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.92,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.56,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.24,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.69,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.3,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.11,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.36,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.11,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.45,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.44,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.39,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.79,Residential
27,100,Refuse,REFUSE,2022-07-30,0.88,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.71,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.29,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.87,Residential
NG,100,Refuse,REFUSE,2022-07-30,2.43,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.15,Residential
27,100,Refuse,REFUSE,2022-07-30,0.61,Residential
27,100,Refuse,REFUSE,2022-07-30,0.71,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.4,Residential
NG,100,Refuse,REFUSE,2022-07-30,2.01,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.91,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.5,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.68,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.34,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.59,Commercial
27,300,Green,GREEN,2022-07-30,0.38,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.49,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.18,Residential
27,300,Green,GREEN,2022-07-30,0.11,Special Ops
NG,100,Refuse,REFUSE,2022-07-30,0.09,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.27,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.61,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.95,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.48,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.7,Residential
27,100,Refuse,REFUSE,2022-07-30,0.58,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.93,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.34,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.67,Residential
27,100,Refuse,REFUSE,2022-07-30,0.23,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.07,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.99,Residential
NG,100,Refuse,REFUSE,2022-07-30,5.02,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.27,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.61,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.49,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.97,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.74,Commercial
NG,100,Refuse,REFUSE,2022-07-30,4.32,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.61,Commercial
NG,100,Refuse,REFUSE,2022-07-30,3.25,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.34,Commercial
27,100,Refuse,REFUSE,2022-07-30,4.4,AR
NG,100,Refuse,REFUSE,2022-07-30,1.21,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.11,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.73,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.26,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.91,Commercial
27,300,Green,GREEN,2022-07-30,3.26,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.56,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.54,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.8,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.69,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.58,Commercial
27,300,Green,GREEN,2022-07-30,1.46,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.13,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.8,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.75,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.67,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.69,Residential
27,100,Refuse,REFUSE,2022-07-30,0.52,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.39,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.92,Residential
27,100,Refuse,REFUSE,2022-07-30,0.54,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.78,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.13,Residential
27,100,Refuse,REFUSE,2022-07-30,2.59,Residential
27,100,Refuse,REFUSE,2022-07-30,1.28,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.22,Commercial
27,100,Refuse,REFUSE,2022-07-30,2.36,Residential
27,100,Refuse,REFUSE,2022-07-30,0.87,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.65,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.96,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.07,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.32,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.37,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.7,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.25,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.85,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.47,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.92,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.77,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.81,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.05,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.07,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.67,Commercial
NG,300,Green,GREEN,2022-07-30,1.89,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.98,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.62,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.16,Commercial
27,300,Green,GREEN,2022-07-30,0.63,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.97,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.46,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.98,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.84,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.29,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.92,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.9,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.54,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.09,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.41,Residential
27,100,Refuse,REFUSE,2022-07-30,0.87,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.22,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.51,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.56,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.33,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.33,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.28,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.53,Residential
NG,100,Refuse,REFUSE,2022-07-30,1.14,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.52,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.42,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.43,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.42,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.36,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.11,Commercial
NG,100,Refuse,REFUSE,2022-07-30,6.36,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.28,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.61,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.98,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.49,Commercial
NG,100,Refuse,REFUSE,2022-07-30,4.61,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.07,Residential
NG,100,Refuse,REFUSE,2022-07-30,2.02,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.66,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.39,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.31,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.29,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.9,Residential
NG,100,Refuse,REFUSE,2022-07-30,3.75,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.56,Residential
NG,100,Refuse,REFUSE,2022-07-30,1.3,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.29,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.57,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.23,Residential
NG,100,Refuse,REFUSE,2022-07-30,1.82,Residential
NG,100,Refuse,REFUSE,2022-07-30,0.61,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.55,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.32,Residential
NG,100,Refuse,REFUSE,2022-07-30,1.7,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.58,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.35,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.72,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.26,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.78,Residential
27,100,Refuse,REFUSE,2022-07-30,11.72,Special Ops
27,100,Refuse,REFUSE,2022-07-30,0.51,Commercial
27,100,Refuse,REFUSE,2022-07-30,2.21,Residential
NG,100,Refuse,REFUSE,2022-07-30,1.22,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.72,Commercial
NG,100,Refuse,REFUSE,2022-07-30,0.83,Commercial
27,100,Refuse,REFUSE,2022-07-30,3.45,Residential
27,100,Refuse,REFUSE,2022-07-30,0.86,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.37,Residential
NG,100,Refuse,REFUSE,2022-07-30,1.04,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.96,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.27,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.63,Commercial
NG,100,Refuse,REFUSE,2022-07-30,1.79,Commercial
27,100,Refuse,REFUSE,2022-07-30,0.54,Commercial
NG,100,Refuse,REFUSE,2022-07-30,2.09,Commercial
NG,100,Refuse,REFUSE,2022-07-30,3.43,Commercial
27,100,Refuse,REFUSE,2022-07-30,1.41,Commercial
